PdfType: replica
Format: lhagrid1
---
1.000000e-09 1.450829e-09 2.104904e-09 3.053856e-09 4.430621e-09 6.428073e-09 9.326033e-09 1.353048e-08 1.963041e-08 2.848036e-08 4.132012e-08 5.994843e-08 8.697490e-08 1.261857e-07 1.830738e-07 2.656088e-07 3.853529e-07 5.590810e-07 8.111308e-07 1.176812e-06 1.707353e-06 2.477076e-06 3.593814e-06 5.214008e-06 7.564633e-06 1.097499e-05 1.592283e-05 2.310130e-05 3.351603e-05 4.862602e-05 7.054802e-05 1.023531e-04 1.484968e-04 2.154435e-04 3.125716e-04 4.534879e-04 6.579332e-04 9.545485e-04 1.384886e-03 2.009233e-03 2.915053e-03 4.229243e-03 6.135907e-03 8.902151e-03 1.291550e-02 1.873817e-02 2.718588e-02 3.944206e-02 5.722368e-02 8.302176e-02 1.000000e-01 1.183673e-01 1.367347e-01 1.551020e-01 1.734694e-01 1.918367e-01 2.102041e-01 2.285714e-01 2.469388e-01 2.653061e-01 2.836735e-01 3.020408e-01 3.204082e-01 3.387755e-01 3.571429e-01 3.755102e-01 3.938776e-01 4.122449e-01 4.306122e-01 4.489796e-01 4.673469e-01 4.857143e-01 5.040816e-01 5.224490e-01 5.408163e-01 5.591837e-01 5.775510e-01 5.959184e-01 6.142857e-01 6.326531e-01 6.510204e-01 6.693878e-01 6.877551e-01 7.061224e-01 7.244898e-01 7.428571e-01 7.612245e-01 7.795918e-01 7.979592e-01 8.163265e-01 8.346939e-01 8.530612e-01 8.714286e-01 8.897959e-01 9.081633e-01 9.265306e-01 9.448980e-01 9.632653e-01 9.816327e-01 1.000000e+00
1.000000e+00 1.206793e+00 1.456348e+00 1.757511e+00 2.120951e+00 2.559548e+00 3.088844e+00 3.727594e+00 4.498433e+00 5.428675e+00 6.551286e+00 7.906043e+00 9.540955e+00 1.151395e+01 1.389495e+01 1.676833e+01 2.023590e+01 2.442053e+01 2.947052e+01 3.556480e+01 4.291934e+01 5.179475e+01 6.250552e+01 7.543120e+01 9.102982e+01 1.098541e+02 1.325711e+02 1.599859e+02 1.930698e+02 2.329952e+02 2.811769e+02 3.393222e+02 4.094915e+02 4.941713e+02 5.963623e+02 7.196857e+02 8.685114e+02 1.048113e+03 1.264855e+03 1.526418e+03 1.842070e+03 2.222996e+03 2.682696e+03 3.237458e+03 3.906940e+03 4.714866e+03 5.689866e+03 6.866488e+03 8.286428e+03 1.000000e+04
-6 -5 -4 -3 -2 -1 1 2 3 4 5 6 21 22
0.00000000e+00 0.00000000e+00 0.00000000e+00 2.21614110e+00 6.45982099e+00 6.45838278e+00 6.45839693e+00 6.45982601e+00 2.21614089e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.80893263e+00 1.00000000e-08
0.00000000e+00 0.00000000e+00 0.00000000e+00 2.32034651e+00 6.35618685e+00 6.35554817e+00 6.35556540e+00 6.35619448e+00 2.32034629e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.86202595e+01 1.00000000e-08
0.00000000e+00 0.00000000e+00 3.89363936e-02 2.53110357e+00 6.38722107e+00 6.38733608e+00 6.38735625e+00 6.38723145e+00 2.53110336e+00 3.89363936e-02 0.00000000e+00 0.00000000e+00 3.98403006e+01 2.43406754e-03
0.00000000e+00 0.00000000e+00 3.62511274e-01 2.86460917e+00 6.56220848e+00 6.56303891e+00 6.56306208e+00 6.56222178e+00 2.86460904e+00 3.62511274e-01 0.00000000e+00 0.00000000e+00 6.77942919e+01 1.80306153e-02
0.00000000e+00 0.00000000e+00 8.24007322e-01 3.33478613e+00 6.89061416e+00 6.89212695e+00 6.89215330e+00 6.89063039e+00 3.33478593e+00 8.24007322e-01 0.00000000e+00 0.00000000e+00 1.03046749e+02 3.36491988e-02
0.00000000e+00 0.00000000e+00 1.43404315e+00 3.95246676e+00 7.38035647e+00 7.38252257e+00 7.38255206e+00 7.38037573e+00 3.95246652e+00 1.43404315e+00 0.00000000e+00 0.00000000e+00 1.45733607e+02 4.92899470e-02
0.00000000e+00 0.00000000e+00 2.20039141e+00 4.72558982e+00 8.03714055e+00 8.03993417e+00 8.03996675e+00 8.03716295e+00 4.72558970e+00 2.20039141e+00 0.00000000e+00 0.00000000e+00 1.95853482e+02 6.49529899e-02
0.00000000e+00 0.00000000e+00 3.12839760e+00 5.65963250e+00 8.86469623e+00 8.86809390e+00 8.86812967e+00 8.86472176e+00 5.65963234e+00 3.12839760e+00 0.00000000e+00 0.00000000e+00 2.53308692e+02 8.06384598e-02
0.00000000e+00 0.00000000e+00 4.22139422e+00 6.75803313e+00 9.86507092e+00 9.86905137e+00 9.86909039e+00 9.86509954e+00 6.75803290e+00 4.22139422e+00 0.00000000e+00 0.00000000e+00 3.17935272e+02 9.63464919e-02
0.00000000e+00 9.40852999e-01 5.48113015e+00 8.02263561e+00 1.10388795e+01 1.10434227e+01 1.10434651e+01 1.10389112e+01 8.02263538e+00 5.48113015e+00 9.40852999e-01 0.00000000e+00 3.88369553e+02 1.12074199e-01
0.00000000e+00 2.40692823e+00 6.90901345e+00 9.45492934e+00 1.23864477e+01 1.23915358e+01 1.23915812e+01 1.23864834e+01 9.45492907e+00 6.90901345e+00 2.40692823e+00 0.00000000e+00 4.65143986e+02 1.27825564e-01
0.00000000e+00 4.03996929e+00 8.50605306e+00 1.10559754e+01 1.39081447e+01 1.39137607e+01 1.39138094e+01 1.39081841e+01 1.10559754e+01 8.50605306e+00 4.03996929e+00 0.00000000e+00 5.48538646e+02 1.43602299e-01
0.00000000e+00 5.84025444e+00 1.02723039e+01 1.28258739e+01 1.56035011e+01 1.56096274e+01 1.56096795e+01 1.56035435e+01 1.28258739e+01 1.02723039e+01 5.84025444e+00 0.00000000e+00 6.38337918e+02 1.59404556e-01
0.00000000e+00 7.80723706e+00 1.22070275e+01 1.47639254e+01 1.74713297e+01 1.74779515e+01 1.74780069e+01 1.74713751e+01 1.47639254e+01 1.22070275e+01 7.80723706e+00 0.00000000e+00 7.34316234e+02 1.75232507e-01
0.00000000e+00 9.93970094e+00 1.43088427e+01 1.68687810e+01 1.95098614e+01 1.95169652e+01 1.95170233e+01 1.95099112e+01 1.68687811e+01 1.43088427e+01 9.93970094e+00 0.00000000e+00 8.36242919e+02 1.91086303e-01
0.00000000e+00 1.22358862e+01 1.65758467e+01 1.91385668e+01 2.17168619e+01 2.17244322e+01 2.17244944e+01 2.17169145e+01 1.91385664e+01 1.65758467e+01 1.22358862e+01 0.00000000e+00 9.43885803e+02 2.06966104e-01
0.00000000e+00 1.46936029e+01 1.90057222e+01 2.15709911e+01 2.40897209e+01 2.40977462e+01 2.40978110e+01 2.40897773e+01 2.15709911e+01 1.90057222e+01 1.46936029e+01 0.00000000e+00 1.05701401e+03 2.22872060e-01
0.00000000e+00 1.73103152e+01 2.15958244e+01 2.41634310e+01 2.66255392e+01 2.66340053e+01 2.66340738e+01 2.66255996e+01 2.41634304e+01 2.15958244e+01 1.73103152e+01 0.00000000e+00 1.17539988e+03 2.38804349e-01
0.00000000e+00 2.00832209e+01 2.43432520e+01 2.69130042e+01 2.93211900e+01 2.93300854e+01 2.93301576e+01 2.93212542e+01 2.69130038e+01 2.43432520e+01 2.00832209e+01 0.00000000e+00 1.29882045e+03 2.54763139e-01
0.00000000e+00 2.30093101e+01 2.72449101e+01 2.98166334e+01 3.21733797e+01 3.21826932e+01 3.21827677e+01 3.21734472e+01 2.98166334e+01 2.72449101e+01 2.30093101e+01 0.00000000e+00 1.42705864e+03 2.70748572e-01
0.00000000e+00 2.60854207e+01 3.02975578e+01 3.28710931e+01 3.51786918e+01 3.51884112e+01 3.51884891e+01 3.51787637e+01 3.28710931e+01 3.02975578e+01 2.60854207e+01 0.00000000e+00 1.55990388e+03 2.86760834e-01
0.00000000e+00 2.93082787e+01 3.34978530e+01 3.60730549e+01 3.83336251e+01 3.83437386e+01 3.83438197e+01 3.83336996e+01 3.60730538e+01 3.34978530e+01 2.93082787e+01 0.00000000e+00 1.69715245e+03 3.02800091e-01
0.00000000e+00 3.26745342e+01 3.68423838e+01 3.94191175e+01 4.16346258e+01 4.16451233e+01 4.16452085e+01 4.16347042e+01 3.94191172e+01 3.68423838e+01 3.26745342e+01 0.00000000e+00 1.83860791e+03 3.18866505e-01
