0.31710E-04 0.99974E-07 0.00000E+01 124481 0 0 7209 0.22750E+09 0.00000E+01 0.31710E-04 0.00000E+01 0.00000E+01 0
1 3.0343e-05 1.7899e-06 2.9724 0.00091221 3.0343e-05
2 3.2528e-05 5.4197e-07 1.1873 0.00029263 3.2528e-05
3 3.1716e-05 2.5265e-07 0.80277 0.00024953 3.1716e-05
4 3.0368e-05 1.8921e-06 3.1394 0.001032 3.0368e-05
5 3.2787e-05 5.5217e-07 1.2001 0.00031031 3.2787e-05
6 3.1405e-05 2.4976e-07 0.80147 0.00017853 3.1405e-05
7 2.9623e-05 1.6685e-06 2.8381 0.00074992 2.9623e-05
8 3.2073e-05 5.3402e-07 1.1865 0.00029098 3.2073e-05
9 3.1768e-05 2.4236e-07 0.76882 0.0001585 3.1768e-05
10 3.1447e-05 1.8441e-06 2.955 0.00080823 3.1447e-05
11 3.1839e-05 5.3727e-07 1.2025 0.00030252 3.1839e-05
12 3.1535e-05 2.4541e-07 0.78426 0.00023361 3.1535e-05
13 2.9901e-05 1.6896e-06 2.8473 0.00072408 2.9901e-05
14 3.2296e-05 5.352e-07 1.1809 0.00029034 3.2296e-05
15 3.1586e-05 2.4319e-07 0.77591 0.00017882 3.1586e-05
16 3.4054e-05 1.9195e-06 2.8403 0.00088139 3.4054e-05
17 3.1116e-05 5.175e-07 1.1852 0.0002441 3.1116e-05
18 3.1788e-05 2.4309e-07 0.77067 0.00015106 3.1788e-05
19 2.9928e-05 1.7587e-06 2.961 0.00075193 2.9928e-05
20 3.2154e-05 5.4051e-07 1.1979 0.00033614 3.2154e-05
21 3.1659e-05 2.5091e-07 0.79868 0.00018109 3.1659e-05
